Area,Bedrooms,Bathrooms,sqft,price_per_sqft,Price
BUKITJALIL,5,4,1772,502.8216704288939,891000
BUKITJALIL,3,2,1050,438.0952380952381,460000
BUKITJALIL,3,3,1080,583.3333333333334,630000
BUKITJALIL,3,3,1070,579.4392523364486,620000
BUKITJALIL,3,3,1050,571.4285714285714,600000
BUKITJALIL,3,3,1060,575.4716981132076,610000
BUKITJALIL,5,4,1772,502.8216704288939,891000
BUKITJALIL,1,1,350,571.4285714285714,200000
BUKITJALIL,4,3,1513,623.2650363516193,943000
BUKITJALIL,3,2,1100,431.8181818181818,475000
BUKITJALIL,3,3,1320,643.939393939394,850000
BUKITJALIL,3,2,925,424.86486486486484,393000
BUKITJALIL,3,3,1003,498.5044865403789,500000
BUKITJALIL,3,2,1050,514.2857142857143,540000
BUKITJALIL,3,2,1218,669.1297208538588,815000
BUKITJALIL,4,3,1400,475.0,665000
BUKITJALIL,3,2,1073,503.2618825722274,540000
BUKITJALIL,4,3,1239,508.47457627118644,630000
BUKITJALIL,4,3,1455,513.4020618556701,747000
BUKITJALIL,3,2,1105,542.9864253393665,600000
BUKITJALIL,1,1,775,309.6774193548387,240000
BUKITJALIL,1,1,775,296.7741935483871,230000
BUKITJALIL,3,3,1023,508.3088954056696,520000
BUKITJALIL,3,3,1023,498.533724340176,510000
BUKITJALIL,3,3,1350,448.14814814814815,605000
BUKITJALIL,3,2,994,558.3501006036217,555000
BUKITJALIL,3,2,1234,607.7795786061588,750000
BUKITJALIL,4,2,1300,600.0,780000
BUKITJALIL,3,3,1325,464.1509433962264,615000
BUKITJALIL,3,3,1003,498.5044865403789,500000
BUKITJALIL,3,2,1100,453.6363636363636,499000
BUKITJALIL,3,2,1404,490.14814814814815,688168
BUKITJALIL,3,2,1105,542.9864253393665,600000
BUKITJALIL,3,2,1050,495.23809523809524,520000
BUKITJALIL,4,2,1300,536.9230769230769,698000
BUKITJALIL,4,2,1212,486.7986798679868,590000
BUKITJALIL,3,2,1141,609.1148115687993,695000
BUKITJALIL,3,2,935,481.2834224598931,450000
BUKITJALIL,3,2,1105,542.9864253393665,600000
BUKITJALIL,3,2,1091,421.63153070577454,460000
BUKITJALIL,3,2,950,431.57894736842104,410000
BUKITJALIL,3,2,1105,542.9864253393665,600000
BUKITJALIL,4,3,1216,534.5394736842105,650000
BUKITJALIL,3,2,1100,454.54545454545456,500000
BUKITJALIL,4,3,1212,486.7986798679868,590000
BUKITJALIL,4,3,1422,421.9409282700422,600000
BUKITJALIL,3,2,925,430.27027027027026,398000
BUKITJALIL,3,2,1105,542.9864253393665,600000
BUKITJALIL,3,2,1105,542.9864253393665,600000
BUKITJALIL,3,2,1105,542.9864253393665,600000
BUKITJALIL,3,2,1050,514.2857142857143,540000
BUKITJALIL,4,3,1513,646.3978849966953,978000
BUKITJALIL,5,3,1518,494.0711462450593,750000
CHERAS,3,3,940,446.8085106382979,420000
CHERAS,3,3,1171,589.2399658411614,690000
CHERAS,3,2,750,446.6666666666667,335000
CHERAS,3,2,996,582.3293172690763,580000
CHERAS,3,2,910,467.032967032967,425000
CHERAS,3,2,943,445.38706256627785,420000
CHERAS,3,2,943,455.9915164369035,430000
CHERAS,3,2,1018,461.6895874263261,470000
CHERAS,3,3,1106,443.0379746835443,490000
CHERAS,3,2,1050,475.23809523809524,499000
CHERAS,3,1,922,498.91540130151844,460000
CHERAS,3,2,820,445.1219512195122,365000
CHERAS,3,3,1003,537.3878364905285,539000
CHERAS,4,3,1115,457.39910313901345,510000
CHERAS,3,2,1050,514.2857142857143,540000
CHERAS,3,2,1213,519.3734542456718,630000
CHERAS,3,3,1605,492.21183800623055,790000
CHERAS,3,2,960,421.875,405000
CHERAS,3,2,1104,434.7826086956522,480000
CHERAS,3,2,748,447.86096256684493,335000
CHERAS,2,2,604,637.4172185430464,385000
CHERAS,3,2,830,433.73493975903614,360000
CHERAS,4,2,1142,437.82837127845886,500000
CHERAS,3,2,750,440.0,330000
CHERAS,3,2,1280,453.125,580000
CHERAS,3,2,943,477.20042417815483,450000
CHERAS,2,2,1271,1652.2423288749017,2100000
CHERAS,4,2,1142,402.8021015761821,460000
CHERAS,3,2,820,439.0243902439024,360000
CHERAS,3,2,750,426.6666666666667,320000
CHERAS,3,2,920,543.4782608695652,500000
CHERAS,4,2,1207,396.023198011599,478000
CHERAS,2,2,1065,873.2394366197183,930000
CHERAS,3,3,1100,422.72727272727275,465000
CHERAS,3,2,980,438.7755102040816,430000
CHERAS,3,2,1225,448.9795918367347,550000
CHERAS,3,2,1003,528.4147557328016,530000
CHERAS,3,2,1012,492.09486166007906,498000
CHERAS,3,3,1106,488.245931283906,540000
CHERAS,3,2,943,477.20042417815483,450000
CHERAS,3,2,820,439.0243902439024,360000
CHERAS,3,2,1000,435.0,435000
CHERAS,3,2,972,432.0987654320988,420000
CHERAS,3,2,1051,447.1931493815414,470000
CHERAS,3,2,1104,416.6666666666667,460000
CHERAS,3,2,748,441.1764705882353,330000
CHERAS,3,2,1097,410.20966271649957,450000
CHERAS,3,2,1000,460.0,460000
CHERAS,2,2,719,598.0528511821975,430000
CHERAS,3,2,1106,497.2875226039783,550000
CHERAS,3,2,1100,418.1818181818182,460000
CHERAS,3,2,950,415.7894736842105,395000
CHERAS,3,2,832,582.9326923076923,485000
CHERAS,3,2,1104,424.8188405797101,469000
CHERAS,4,2,1350,429.6296296296296,580000
CHERAS,3,2,832,480.7692307692308,400000
CHERAS,3,2,979,469.86721144024517,460000
CHERAS,3,2,943,443.2661717921527,418000
CHERAS,4,2,1278,625.1956181533646,799000
CHERAS,3,2,650,444.61538461538464,289000
CHERAS,4,3,1450,427.58620689655174,620000
CHERAS,3,2,914,610.5032822757112,558000
CHERAS,3,2,750,440.0,330000
CHERAS,3,2,914,611.5973741794311,559000
CHERAS,4,3,1450,448.2758620689655,650000
CHERAS,3,2,900,461.1111111111111,415000
CHERAS,3,2,914,634.5733041575493,580000
CHERAS,4,2,1450,413.7931034482759,600000
CHERAS,4,2,1450,391.7241379310345,568000
CHERAS,3,2,956,512.5523012552301,490000
CHERAS,3,3,1605,492.21183800623055,790000
CHERAS,3,2,750,420.0,315000
CHERAS,1,1,526,758.5551330798479,399000
CHERAS,4,2,1142,402.8021015761821,460000
CHERAS,3,2,1051,446.24167459562324,469000
CHERAS,3,2,1050,455.23809523809524,478000
CHERAS,3,2,920,411.95652173913044,379000
CHERAS,4,2,1203,432.25270157938485,520000
CHERAS,3,2,1280,414.0625,530000
CHERAS,3,2,750,426.6666666666667,320000
CHERAS,3,2,943,498.40933191940616,470000
CHERAS,4,2,1450,410.3448275862069,595000
CHERAS,3,2,979,464.7599591419816,455000
CHERAS,3,2,748,427.80748663101605,320000
CHERAS,3,2,1203,432.25270157938485,520000
CHERAS,3,3,1280,414.0625,530000
CHERAS,3,2,1003,416.7497507477567,418000
CHERAS,3,2,850,410.5882352941176,349000
CHERAS,3,2,743,436.0699865410498,324000
CHERAS,3,2,900,497.77777777777777,448000
CHERAS,4,2,1142,433.45008756567427,495000
CHERAS,4,2,1142,389.6672504378284,445000
CHERAS,4,2,1207,393.5376967688484,475000
CHERAS,3,2,947,443.50580781414993,420000
CHERAS,3,2,902,449.0022172949002,405000
CHERAS,3,2,1200,458.3333333333333,550000
CHERAS,2,2,915,1005.4644808743169,920000
CHERAS,3,2,1097,542.3883318140383,595000
CHERAS,3,2,947,454.06546990496304,430000
CHERAS,3,3,940,446.8085106382979,420000
CHERAS,3,2,979,464.7599591419816,455000
CHERAS,3,2,979,449.438202247191,440000
CHERAS,3,2,1000,460.0,460000
CHERAS,4,3,1264,403.4810126582278,510000
CHERAS,2,1,635,642.5196850393701,408000
CHERAS,3,2,850,411.7647058823529,350000
CHERAS,4,2,1147,435.9197907585004,500000
CHERAS,3,3,940,446.8085106382979,420000
CHERAS,3,2,947,443.50580781414993,420000
CHERAS,3,2,943,443.2661717921527,418000
CHERAS,3,2,947,442.3315733896515,418888
CHERAS,1,1,560,535.7142857142857,300000
CHERAS,3,2,774,671.8346253229975,520000
CHERAS,3,2,1018,442.04322200392926,450000
CHERAS,2,2,605,661.1570247933885,400000
CHERAS,3,2,1171,442.35695986336464,518000
CHERAS,3,2,830,421.68674698795184,350000
CHERAS,3,2,1094,548.4460694698355,600000
CHERAS,2,2,720,622.2222222222222,448000
CHERAS,3,2,926,462.20302375809933,428000
CHERAS,1,1,350,571.4285714285714,200000
CHERAS,3,2,943,498.40933191940616,470000
CHERAS,3,3,1106,470.1627486437613,520000
CHERAS,3,2,943,471.898197242842,445000
CHERAS,3,2,893,559.9104143337066,500000
CHERAS,3,3,1590,490.5660377358491,780000
CHERAS,3,2,851,470.0352526439483,400000
CHERAS,3,2,1018,442.04322200392926,450000
CHERAS,3,2,1018,471.51277013752457,480000
CHERAS,3,2,1104,421.19565217391306,465000
CHERAS,3,2,820,453.6585365853659,372000
CHERAS,3,3,1106,479.20433996383366,530000
CHERAS,3,2,1250,424.0,530000
CHERAS,3,2,923,438.78656554712893,405000
CHERAS,3,2,979,464.7599591419816,455000
CHERAS,3,2,902,465.6319290465632,420000
CHERAS,3,2,943,477.20042417815483,450000
CHERAS,3,2,920,429.3478260869565,395000
CHERAS,3,2,820,439.0243902439024,360000
CHERAS,3,2,1018,422.3968565815324,430000
CHERAS,3,2,979,469.86721144024517,460000
CHERAS,3,2,1020,454.90098039215684,463999
CHERAS,3,2,750,440.0,330000
CHERAS,3,2,979,490.2962206332993,480000
CHERAS,4,2,1142,433.45008756567427,495000
CHERAS,4,2,1142,402.8021015761821,460000
CHERAS,3,2,850,529.4117647058823,450000
CHERAS,3,2,750,440.0,330000
CHERAS,4,2,1450,426.8193103448276,618888
CHERAS,2,2,710,774.6478873239437,550000
CHERAS,3,2,956,554.3933054393306,530000
CHERAS,3,2,900,544.4444444444445,490000
CHERAS,4,3,2500,400.0,1000000
CHERAS,3,2,1062,461.39359698681733,490000
CHERAS,4,3,1280,421.875,540000
CHERAS,4,2,1142,389.6672504378284,445000
CHERAS,3,2,943,477.20042417815483,450000
CHERAS,4,2,1142,415.9369527145359,475000
CHERAS,4,2,1461,403.83299110198493,590000
CHERAS,1,1,310,647.741935483871,200800
CHERAS,3,2,657,426.17960426179604,280000
CHERAS,3,2,832,444.71153846153845,370000
CHERAS,3,2,979,490.2962206332993,480000
CHERAS,3,2,962,413.72141372141374,398000
CHERAS,3,2,1097,410.20966271649957,450000
CHERAS,3,2,750,440.0,330000
CHERAS,3,2,1013,616.9792694965449,625000
CHERAS,3,2,947,443.50580781414993,420000
CHERAS,3,2,830,445.7831325301205,370000
CHERAS,3,2,923,476.7063921993499,440000
CHERAS,3,2,1104,416.6666666666667,460000
CHERAS,3,2,1104,425.72463768115944,470000
CHERAS,3,2,820,439.0243902439024,360000
CHERAS,3,2,979,469.86721144024517,460000
CHERAS,3,2,1097,410.20966271649957,450000
CHERAS,4,2,1142,420.3152364273205,480000
CHERAS,3,2,1072,513.0597014925373,550000
CHERAS,3,2,987,628.1661600810537,620000
CHERAS,2,2,844,616.1125592417062,519999
CHERAS,3,2,832,444.71033653846155,369999
CHERAS,3,2,902,443.4589800443459,400000
CHERAS,3,3,1106,488.245931283906,540000
CHERAS,3,2,1000,460.0,460000
CHERAS,4,2,1142,385.28809106830124,439999
CHERAS,4,2,1200,391.66583333333335,469999
CHERAS,3,2,979,449.438202247191,440000
CHERAS,3,2,958,572.0250521920668,548000
CHERAS,6,5,2500,472.0,1180000
CHERAS,3,2,950,436.8421052631579,415000
CHERAS,1,1,280,785.7142857142857,220000
CHERAS,3,2,943,493.1071049840933,465000
CHERAS,1,1,450,911.1111111111111,410000
CHERAS,3,2,850,411.7647058823529,350000
CHERAS,3,3,1238,428.10985460420034,530000
CHERAS,3,2,850,494.11764705882354,420000
CHERAS,3,2,920,456.5217391304348,420000
CHERAS,2,2,1211,817.5061932287366,990000
CHERAS,3,2,1272,613.2075471698113,780000
CHERAS,4,3,1485,490.23569023569024,728000
CHERAS,3,2,750,440.0,330000
CHERAS,3,3,1106,443.0379746835443,490000
CHERAS,3,2,943,466.59597030752917,440000
CHERAS,3,2,1104,434.7826086956522,480000
CHERAS,3,2,950,436.8421052631579,415000
CHERAS,3,2,943,477.20042417815483,450000
CHERAS,3,2,1104,416.6666666666667,460000
CHERAS,3,2,920,418.4782608695652,385000
CHERAS,3,2,800,437.5,350000
CHERAS,3,2,850,517.6470588235294,440000
CHERAS,4,3,1328,640.0602409638554,850000
CHERAS,3,2,806,421.8362282878412,340000
CHERAS,3,2,923,476.7063921993499,440000
CHERAS,3,2,943,461.29374337221634,435000
CHERAS,3,2,750,420.0,315000
CHERAS,3,2,750,422.6666666666667,317000
CHERAS,4,2,1461,403.83299110198493,590000
CHERAS,3,2,1104,442.0289855072464,488000
CHERAS,4,3,1427,629.9929922915206,899000
CHERAS,3,2,1018,451.8664047151277,460000
CHERAS,4,2,1142,402.8021015761821,460000
CHERAS,3,2,750,440.0,330000
CHERAS,3,2,923,455.0379198266522,420000
CHERAS,3,2,800,437.5,350000
CHERAS,3,2,830,421.68674698795184,350000
CHERAS,4,2,1100,409.09090909090907,450000
CHERAS,3,2,943,477.20042417815483,450000
CHERAS,3,2,956,481.1715481171548,460000
CHERAS,3,2,1096,456.2043795620438,500000
CHERAS,3,3,1106,470.1627486437613,520000
CHERAS,4,2,1142,420.3152364273205,480000
CHERAS,4,2,1142,420.3152364273205,480000
CHERAS,4,2,1025,407.8048780487805,418000
CHERAS,4,2,1207,455.67522783761393,550000
CHERAS,3,2,748,427.80748663101605,320000
CHERAS,3,2,956,533.4728033472803,510000
CHERAS,3,3,940,446.8085106382979,420000
CHERAS,4,3,1264,403.4810126582278,510000
CHERAS,3,2,750,440.0,330000
CHERAS,3,3,1010,445.54455445544556,450000
CHERAS,2,2,604,642.384105960265,388000
CHERAS,1,1,580,551.7241379310345,320000
CHERAS,3,2,900,465.55555555555554,419000
CHERAS,4,2,1142,420.3152364273205,480000
CHERAS,3,2,750,440.0,330000
CHERAS,1,1,526,570.3422053231939,300000
CHERAS,4,2,1100,461.8181818181818,508000
CHERAS,3,2,1104,416.213768115942,459500
CHERAS,3,2,900,544.4444444444445,490000
CHERAS,3,2,899,556.1735261401557,500000
CHERAS,3,2,750,440.0,330000
CHERAS,3,3,1017,521.1406096361849,530000
CHERAS,3,2,941,625.9298618490967,589000
CHERAS,3,2,943,498.40933191940616,470000
CHERAS,3,2,750,440.0,330000
CHERAS,3,2,650,461.53846153846155,300000
CHERAS,4,3,1278,524.2566510172144,670000
CHERAS,3,2,920,597.8260869565217,550000
CHERAS,3,2,750,453.3333333333333,340000
CHERAS,3,2,650,461.53846153846155,300000
CHERAS,3,2,830,457.8313253012048,380000
CHERAS,3,3,1109,477.9080252479711,530000
CHERAS,1,1,450,700.0,315000
CHERAS,1,1,580,517.2413793103449,300000
CHERAS,3,2,1000,420.0,420000
CHERAS,4,2,1101,390.55404178019984,430000
CHERAS,2,2,897,624.3032329988852,560000
CHERAS,3,2,748,427.80748663101605,320000
CHERAS,3,2,944,481.99152542372883,455000
CHERAS,3,2,800,437.5,350000
CHERAS,9,2,921,380.0217155266015,350000
CHERAS,4,3,1207,393.5376967688484,475000
CHERAS,3,2,956,512.5523012552301,490000
CHERAS,4,3,1280,507.725,649888
CHERAS,1,1,580,551.7241379310345,320000
CHERAS,3,2,820,453.6585365853659,372000
CHERAS,3,2,950,472.63157894736844,449000
CHERAS,3,2,1018,461.6895874263261,470000
CHERAS,3,2,750,438.6666666666667,329000
CHERAS,4,2,1364,388.56304985337243,530000
CHERAS,2,2,814,785.012285012285,639000
CHERAS,3,2,750,444.0,333000
CHERAS,4,2,1026,543.859649122807,558000
CHERAS,3,2,750,440.0,330000
CHERAS,3,3,1063,451.552210724365,480000
CHERAS,3,3,1063,498.58889934148635,530000
CHERAS,4,2,1472,394.0217391304348,580000
CHERAS,3,2,943,466.59597030752917,440000
CHERAS,3,2,958,584.5511482254698,560000
CHERAS,3,2,1100,422.72727272727275,465000
CHERAS,3,2,1046,420.65009560229447,440000
CHERAS,3,2,750,453.3333333333333,340000
CHERAS,3,2,950,431.57894736842104,410000
CHERAS,3,2,1162,516.3511187607573,600000
CHERAS,5,4,2228,439.8563734290844,980000
CHERAS,3,2,943,477.20042417815483,450000
CHERAS,2,2,920,597.8260869565217,550000
CHERAS,4,2,1142,462.34676007005254,528000
CHERAS,3,2,950,421.05263157894734,400000
CHERAS,3,2,920,418.4782608695652,385000
CHERAS,3,2,748,427.80748663101605,320000
CHERAS,3,2,1135,422.90748898678413,480000
CHERAS,5,4,1672,523.3253588516747,875000
CHERAS,3,2,947,427.6663146779303,405000
CHERAS,3,2,1050,475.23809523809524,499000
CHERAS,3,2,748,427.80748663101605,320000
CHERAS,3,2,943,445.38706256627785,420000
CHERAS,3,2,750,440.0,330000
CHERAS,3,2,748,427.80748663101605,320000
CHERAS,4,3,1207,393.5376967688484,475000
CHERAS,3,2,979,449.438202247191,440000
CHERAS,3,2,748,441.1764705882353,330000
CHERAS,3,2,923,476.7063921993499,440000
CHERAS,3,2,750,453.3333333333333,340000
CHERAS,3,2,950,442.10526315789474,420000
CHERAS,1,1,762,610.2362204724409,465000
CHERAS,5,4,1800,427.77777777777777,770000
CHERAS,3,2,922,563.9913232104121,520000
CHERAS,2,2,719,611.961057023644,440000
CHERAS,3,2,942,626.3269639065818,590000
CHERAS,3,2,750,453.3333333333333,340000
CHERAS,3,2,810,444.44444444444446,360000
CHERAS,3,2,920,411.95652173913044,379000
CHERAS,3,2,980,446.9387755102041,438000
CHERAS,3,2,900,477.77777777777777,430000
CHERAS,4,3,1104,470.10869565217394,519000
CHERAS,3,2,941,626.9925611052072,590000
CHERAS,3,2,979,464.7599591419816,455000
CHERAS,3,2,1225,734.6938775510204,900000
CHERAS,4,2,1207,393.5376967688484,475000
CHERAS,3,2,1013,569.5952615992103,577000
CHERAS,3,2,1142,437.82837127845886,500000
CHERAS,3,2,910,538.4615384615385,490000
CHERAS,1,1,678,471.976401179941,320000
CHERAS,3,2,1050,514.2857142857143,540000
CHERAS,4,2,1478,404.60081190798377,598000
CHERAS,3,2,750,440.0,330000
CHERAS,3,2,750,440.0,330000
CHERAS,3,3,1063,470.36688617121354,500000
CHERAS,3,2,1018,508.8408644400786,518000
CHERAS,3,2,920,429.3478260869565,395000
CHERAS,4,2,1142,420.3152364273205,480000
CHERAS,3,2,1050,428.57142857142856,450000
CHERAS,3,2,927,418.554476806904,388000
CHERAS,2,2,604,786.4238410596026,475000
CHERAS,4,2,1203,432.25270157938485,520000
CHERAS,3,2,956,481.1715481171548,460000
CHERAS,3,2,810,425.9259259259259,345000
CHERAS,4,4,1556,803.3419023136247,1250000
CHERAS,3,3,1850,415.13513513513516,768000
CHERAS,4,2,1364,384.8973607038123,525000
CHERAS,3,2,820,439.0243902439024,360000
CHERAS,3,2,650,444.61538461538464,289000
CHERAS,3,2,750,426.6666666666667,320000
CHERAS,4,2,1033,473.378509196515,489000
CHERAS,3,2,1104,412.1376811594203,455000
CHERAS,5,4,1672,585.4593301435407,978888
CHERAS,3,2,820,439.0243902439024,360000
CHERAS,2,2,775,670.9677419354839,520000
CHERAS,4,3,1054,683.111954459203,720000
CHERAS,3,2,820,439.0243902439024,360000
CHERAS,3,2,900,431.1111111111111,388000
CHERAS,3,2,750,460.0,345000
CHERAS,3,2,1285,466.9260700389105,600000
CHERAS,2,2,805,705.5900621118012,568000
CHERAS,3,2,1020,450.98039215686276,460000
CHERAS,4,2,1364,438.41642228739005,598000
CHERAS,4,3,1280,398.4375,510000
CHERAS,3,2,830,421.68674698795184,350000
CHERAS,4,2,1207,480.53024026512014,580000
CHERAS,4,2,1207,397.6801988400994,480000
CHERAS,3,2,850,469.4117647058824,399000
CHERAS,4,2,1207,480.53024026512014,580000
CHERAS,1,1,619,499.1922455573506,309000
CHERAS,3,2,820,439.0243902439024,360000
CHERAS,3,2,820,439.0243902439024,360000
CHERAS,3,2,920,429.3478260869565,395000
CHERAS,3,3,1135,466.9603524229075,530000
CHERAS,4,2,1142,420.3152364273205,480000
CHERAS,3,2,979,499.48927477017367,489000
CHERAS,3,2,979,495.4034729315628,485000
CHERAS,3,2,810,479.01234567901236,388000
CHERAS,3,2,956,512.5523012552301,490000
CHERAS,4,3,1486,403.7685060565276,600000
CHERAS,3,2,820,439.0243902439024,360000
CHERAS,3,2,820,439.0243902439024,360000
CHERAS,3,2,1200,483.3333333333333,580000
CHERAS,4,2,1142,437.82837127845886,500000
CHERAS,3,2,1062,461.39359698681733,490000
CHERAS,3,2,750,446.6666666666667,335000
CHERAS,2,2,1150,695.6521739130435,800000
CHERAS,3,2,1300,453.84615384615387,590000
CHERAS,3,2,943,461.29374337221634,435000
CHERAS,5,4,1672,523.3253588516747,875000
CHERAS,4,2,1207,397.6801988400994,480000
CHERAS,4,2,1207,393.5376967688484,475000
CHERAS,3,2,750,453.3333333333333,340000
CHERAS,3,2,830,421.68674698795184,350000
CHERAS,3,2,902,460.08869179600885,415000
CHERAS,3,2,943,477.20042417815483,450000
CHERAS,3,2,1000,460.0,460000
CHERAS,3,2,1134,432.0987654320988,490000
CHERAS,3,2,1100,500.0,550000
CHERAS,3,2,1100,500.0,550000
CHERAS,3,2,943,455.9915164369035,430000
CHERAS,4,2,1050,523.8095238095239,550000
CHERAS,3,2,927,420.7119741100324,390000
CHERAS,4,3,1280,389.84375,499000
CHERAS,3,2,800,437.5,350000
CHERAS,3,2,1046,420.65009560229447,440000
CHERAS,3,2,1050,457.14285714285717,480000
CHERAS,2,2,762,761.1548556430446,580000
CHERAS,4,2,1207,455.67522783761393,550000
CHERAS,3,2,922,547.7223427331887,505000
CHERAS,6,5,2765,350.8137432188065,970000
CHERAS,3,3,1010,485.1485148514852,490000
CHERAS,3,2,980,459.18367346938777,450000
CHERAS,4,2,1142,398.4238178633976,455000
CHERAS,3,3,1132,485.86572438162545,550000
CHERAS,3,2,1079,435.5885078776645,470000
CHERAS,2,2,915,928.9617486338798,850000
CHERAS,3,2,947,441.3938753959873,418000
CHERAS,3,2,902,460.08869179600885,415000
CHERAS,4,4,1808,542.0353982300885,980000
CHERAS,3,2,1097,410.20966271649957,450000
CHERAS,1,1,526,589.3536121673004,310000
CHERAS,3,2,943,493.1071049840933,465000
CHERAS,2,2,604,660.5960264900663,399000
CHERAS,4,2,1134,436.5079365079365,495000
CHERAS,2,2,1017,737.4631268436578,750000
CHERAS,4,2,1000,490.0,490000
CHERAS,3,2,956,481.1715481171548,460000
CHERAS,3,2,912,411.1842105263158,375000
CHERAS,5,4,1808,434.7345132743363,786000
CHERAS,3,2,750,440.0,330000
CHERAS,4,2,1100,409.09090909090907,450000
CHERAS,3,2,923,476.7063921993499,440000
CHERAS,2,2,850,1044.7058823529412,888000
CHERAS,4,2,1142,411.5586690017513,470000
CHERAS,3,2,1100,431.8090909090909,474990
CHERAS,3,2,914,629.1028446389497,575000
CHERAS,2,2,774,658.9147286821706,510000
CHERAS,4,2,1100,409.09090909090907,450000
CHERAS,3,2,920,434.7826086956522,400000
CHERAS,1,1,717,436.54114365411436,313000
CHERAS,4,2,1025,400.0,410000
CHERAS,3,2,943,450.6892895015907,425000
CHERAS,3,2,1200,483.3333333333333,580000
CHERAS,3,2,832,564.9038461538462,470000
CHERAS,3,2,920,423.9130434782609,390000
CHERAS,3,2,750,440.0,330000
CHERAS,1,1,550,481.8181818181818,265000
CHERAS,3,2,1129,442.8697962798937,500000
CHERAS,4,2,1100,409.09090909090907,450000
CHERAS,4,2,1208,434.6026490066225,525000
CHERAS,4,2,1208,455.29801324503313,550000
CHERAS,4,2,1100,409.09090909090907,450000
CHERAS,3,2,650,430.7692307692308,280000
CHERAS,3,2,820,439.0243902439024,360000
CHERAS,3,2,750,440.0,330000
CHERAS,4,2,1142,420.3152364273205,480000
CHERAS,3,2,750,440.0,330000
CHERAS,1,1,500,260.0,130000
CHERAS,3,2,1097,410.20966271649957,450000
CHERAS,3,2,830,445.7831325301205,370000
CHERAS,3,2,1046,420.65009560229447,440000
CHERAS,3,2,943,477.20042417815483,450000
CHERAS,3,3,1065,460.09389671361504,490000
CHERAS,4,2,1364,425.21994134897363,580000
CHERAS,4,2,1450,406.8965517241379,590000
CHERAS,4,2,1033,483.0590513068732,499000
CHERAS,4,2,1030,533.9805825242719,550000
CHERAS,4,3,1658,385.4041013268999,639000
CHERAS,3,1,922,498.91540130151844,460000
CHERAS,3,1,922,498.91540130151844,460000
CHERAS,4,3,1658,385.4041013268999,639000
CHERAS,4,3,1280,421.875,540000
CHERAS,4,3,1280,421.875,540000
CHERAS,3,2,1127,576.7524401064774,650000
CHERAS,3,2,823,449.57472660996353,370000
CHERAS,3,2,798,419.7994987468672,335000
CHERAS,4,2,1142,420.3152364273205,480000
CHERAS,3,2,943,477.20042417815483,450000
CHERAS,3,2,920,467.39130434782606,430000
CHERAS,3,2,1104,434.7826086956522,480000
CHERAS,3,2,958,511.482254697286,490000
CHERAS,1,1,619,533.1179321486268,330000
CHERAS,3,3,1010,445.54455445544556,450000
CHERAS,2,2,719,632.8233657858136,455000
CHERAS,4,2,1142,415.9369527145359,475000
CHERAS,3,2,1000,450.0,450000
CHERAS,3,1,922,498.91540130151844,460000
CHERAS,3,2,830,626.5060240963855,520000
CHERAS,4,4,1561,490.070467648943,765000
CHERAS,3,2,943,477.20042417815483,450000
CHERAS,3,2,1206,464.3449419568823,560000
CHERAS,3,2,947,570.221752903907,540000
CHERAS,3,2,748,494.6524064171123,370000
CHERAS,3,2,830,419.27710843373495,348000
CHERAS,3,2,980,459.18367346938777,450000
CHERAS,3,2,958,511.482254697286,490000
CHERAS,3,2,750,440.0,330000
CHERAS,3,3,1010,554.4554455445544,560000
CHERAS,3,3,1010,524.7524752475248,530000
CHERAS,3,3,1010,554.4554455445544,560000
CHERAS,3,2,800,437.5,350000
CHERAS,3,2,784,459.18367346938777,360000
CHERAS,3,2,1134,432.0987654320988,490000
CHERAS,3,2,750,440.0,330000
CHERAS,4,2,1206,464.3449419568823,560000
CHERAS,3,2,820,439.0243902439024,360000
CHERAS,3,2,750,460.0,345000
CHERAS,1,1,416,668.2692307692307,278000
CHERAS,3,2,910,439.56043956043953,400000
CHERAS,3,2,943,493.1071049840933,465000
CHERAS,3,3,1020,450.98039215686276,460000
CHERAS,4,2,1142,420.3152364273205,480000
CHERAS,1,1,450,733.3333333333334,330000
CHERAS,3,2,947,559.662090813094,530000
CHERAS,3,2,900,438.8888888888889,395000
CHERAS,3,2,1018,430.25540275049116,438000
CHERAS,3,2,1127,521.7391304347826,588000
CHERAS,3,2,947,559.662090813094,530000
CHERAS,4,2,1142,420.3152364273205,480000
CHERAS,3,2,956,512.5523012552301,490000
CHERAS,2,2,803,870.4856787048568,699000
CHERAS,3,2,902,465.6319290465632,420000
CHERAS,3,2,910,549.4505494505495,500000
CHERAS,3,2,943,493.1071049840933,465000
CHERAS,3,2,1065,422.53521126760563,450000
CHERAS,3,2,1104,416.6666666666667,460000
CHERAS,4,3,903,398.67109634551497,360000
CHERAS,3,2,1000,460.0,460000
CHERAS,3,2,830,433.73493975903614,360000
CHERAS,3,2,1605,492.21183800623055,790000
CHERAS,3,2,916,665.938864628821,610000
CHERAS,3,2,1050,519.047619047619,545000
CHERAS,3,2,947,430.8342133051742,408000
CHERAS,4,2,1142,420.3152364273205,480000
CHERAS,3,2,820,445.1219512195122,365000
CHERAS,3,2,920,413.04347826086956,380000
CHERAS,3,2,979,500.51072522982633,490000
CHERAS,3,2,956,512.5523012552301,490000
CHERAS,4,2,1147,435.9197907585004,500000
CHERAS,3,2,1104,416.6666666666667,460000
CHERAS,3,2,1104,416.6666666666667,460000
CHERAS,4,2,1142,420.3152364273205,480000
